zip,city,state_name,active
91301,Service Area,US,yes
91302,Service Area,US,yes
91303,Service Area,US,yes
91304,Service Area,US,yes
91306,Service Area,US,yes
91307,Service Area,US,yes
91311,Service Area,US,yes
91316,Service Area,US,yes
91320,Service Area,US,yes
91321,Service Area,US,yes
91324,Service Area,US,yes
91325,Service Area,US,yes
91326,Service Area,US,yes
91330,Service Area,US,yes
91331,Service Area,US,yes
91335,Service Area,US,yes
91340,Service Area,US,yes
91342,Service Area,US,yes
91343,Service Area,US,yes
91344,Service Area,US,yes
91345,Service Area,US,yes
91350,Service Area,US,yes
91351,Service Area,US,yes
91352,Service Area,US,yes
91354,Service Area,US,yes
91355,Service Area,US,yes
91356,Service Area,US,yes
91360,Service Area,US,yes
91361,Service Area,US,yes
91362,Service Area,US,yes
91364,Service Area,US,yes
91367,Service Area,US,yes
91371,Service Area,US,yes
91377,Service Area,US,yes
91381,Service Area,US,yes
91384,Service Area,US,yes
91387,Service Area,US,yes
91390,Service Area,US,yes
91401,Service Area,US,yes
91402,Service Area,US,yes
91403,Service Area,US,yes
91405,Service Area,US,yes
91406,Service Area,US,yes
91411,Service Area,US,yes
91423,Service Area,US,yes
91436,Service Area,US,yes
91501,Service Area,US,yes
91502,Service Area,US,yes
91504,Service Area,US,yes
91505,Service Area,US,yes
91506,Service Area,US,yes
91601,Service Area,US,yes
91602,Service Area,US,yes
91604,Service Area,US,yes
91605,Service Area,US,yes
91606,Service Area,US,yes
91607,Service Area,US,yes
91608,Service Area,US,yes
91701,Service Area,US,yes
91702,Service Area,US,yes
91706,Service Area,US,yes
91708,Service Area,US,yes
91709,Service Area,US,yes
91710,Service Area,US,yes
91711,Service Area,US,yes
91722,Service Area,US,yes
91723,Service Area,US,yes
91724,Service Area,US,yes
91730,Service Area,US,yes
91731,Service Area,US,yes
91732,Service Area,US,yes
91733,Service Area,US,yes
91737,Service Area,US,yes
91739,Service Area,US,yes
91740,Service Area,US,yes
91741,Service Area,US,yes
91744,Service Area,US,yes
91745,Service Area,US,yes
91746,Service Area,US,yes
91748,Service Area,US,yes
91750,Service Area,US,yes
91752,Service Area,US,yes
91754,Service Area,US,yes
91755,Service Area,US,yes
91759,Service Area,US,yes
91761,Service Area,US,yes
91762,Service Area,US,yes
91763,Service Area,US,yes
91764,Service Area,US,yes
91765,Service Area,US,yes
91766,Service Area,US,yes
91767,Service Area,US,yes
91768,Service Area,US,yes
91770,Service Area,US,yes
91773,Service Area,US,yes
91775,Service Area,US,yes
91776,Service Area,US,yes
91780,Service Area,US,yes
91784,Service Area,US,yes
91786,Service Area,US,yes
91789,Service Area,US,yes
91790,Service Area,US,yes
91791,Service Area,US,yes
91792,Service Area,US,yes
91801,Service Area,US,yes
91803,Service Area,US,yes
91901,Service Area,US,yes
91902,Service Area,US,yes
91910,Service Area,US,yes
91911,Service Area,US,yes
91913,Service Area,US,yes
91914,Service Area,US,yes
91915,Service Area,US,yes
91916,Service Area,US,yes
91932,Service Area,US,yes
91935,Service Area,US,yes
91941,Service Area,US,yes
91942,Service Area,US,yes
91945,Service Area,US,yes
91950,Service Area,US,yes
91977,Service Area,US,yes
91978,Service Area,US,yes
92003,Service Area,US,yes
92007,Service Area,US,yes
92008,Service Area,US,yes
92009,Service Area,US,yes
92010,Service Area,US,yes
92011,Service Area,US,yes
92014,Service Area,US,yes
92019,Service Area,US,yes
92020,Service Area,US,yes
92021,Service Area,US,yes
92024,Service Area,US,yes
92025,Service Area,US,yes
92026,Service Area,US,yes
92027,Service Area,US,yes
92028,Service Area,US,yes
92029,Service Area,US,yes
92036,Service Area,US,yes
92037,Service Area,US,yes
92040,Service Area,US,yes
92054,Service Area,US,yes
92055,Service Area,US,yes
92056,Service Area,US,yes
92057,Service Area,US,yes
92058,Service Area,US,yes
92059,Service Area,US,yes
92060,Service Area,US,yes
92061,Service Area,US,yes
92064,Service Area,US,yes
92065,Service Area,US,yes
92067,Service Area,US,yes
92069,Service Area,US,yes
92070,Service Area,US,yes
92071,Service Area,US,yes
92075,Service Area,US,yes
92078,Service Area,US,yes
92081,Service Area,US,yes
92082,Service Area,US,yes
92083,Service Area,US,yes
92084,Service Area,US,yes
92086,Service Area,US,yes
92091,Service Area,US,yes
92101,Service Area,US,yes
92102,Service Area,US,yes
92103,Service Area,US,yes
92104,Service Area,US,yes
92105,Service Area,US,yes
92106,Service Area,US,yes
92107,Service Area,US,yes
92108,Service Area,US,yes
92109,Service Area,US,yes
92110,Service Area,US,yes
92111,Service Area,US,yes
92113,Service Area,US,yes
92114,Service Area,US,yes
92115,Service Area,US,yes
92116,Service Area,US,yes
92117,Service Area,US,yes
92118,Service Area,US,yes
92119,Service Area,US,yes
92120,Service Area,US,yes
92121,Service Area,US,yes
92122,Service Area,US,yes
92123,Service Area,US,yes
92124,Service Area,US,yes
92126,Service Area,US,yes
92127,Service Area,US,yes
92128,Service Area,US,yes
92129,Service Area,US,yes
92130,Service Area,US,yes
92131,Service Area,US,yes
92132,Service Area,US,yes
92134,Service Area,US,yes
92135,Service Area,US,yes
92139,Service Area,US,yes
92140,Service Area,US,yes
92145,Service Area,US,yes
92147,Service Area,US,yes
92154,Service Area,US,yes
92155,Service Area,US,yes
92173,Service Area,US,yes
92220,Service Area,US,yes
92223,Service Area,US,yes
92230,Service Area,US,yes
92301,Service Area,US,yes
92313,Service Area,US,yes
92316,Service Area,US,yes
92320,Service Area,US,yes
92321,Service Area,US,yes
92322,Service Area,US,yes
92324,Service Area,US,yes
92325,Service Area,US,yes
92335,Service Area,US,yes
92336,Service Area,US,yes
92337,Service Area,US,yes
92344,Service Area,US,yes
92345,Service Area,US,yes
92346,Service Area,US,yes
92352,Service Area,US,yes
92354,Service Area,US,yes
92358,Service Area,US,yes
92359,Service Area,US,yes
92371,Service Area,US,yes
92372,Service Area,US,yes
92373,Service Area,US,yes
92374,Service Area,US,yes
92376,Service Area,US,yes
92377,Service Area,US,yes
92378,Service Area,US,yes
92382,Service Area,US,yes
92385,Service Area,US,yes
92391,Service Area,US,yes
92392,Service Area,US,yes
92394,Service Area,US,yes
92395,Service Area,US,yes
92397,Service Area,US,yes
92399,Service Area,US,yes
92401,Service Area,US,yes
92404,Service Area,US,yes
92405,Service Area,US,yes
92407,Service Area,US,yes
92408,Service Area,US,yes
92410,Service Area,US,yes
92411,Service Area,US,yes
92501,Service Area,US,yes
92503,Service Area,US,yes
92504,Service Area,US,yes
92505,Service Area,US,yes
92506,Service Area,US,yes
92507,Service Area,US,yes
92508,Service Area,US,yes
92509,Service Area,US,yes
92518,Service Area,US,yes
92530,Service Area,US,yes
92532,Service Area,US,yes
92543,Service Area,US,yes
92544,Service Area,US,yes
92545,Service Area,US,yes
92548,Service Area,US,yes
92551,Service Area,US,yes
92553,Service Area,US,yes
92555,Service Area,US,yes
92557,Service Area,US,yes
92562,Service Area,US,yes
92563,Service Area,US,yes
92567,Service Area,US,yes
92570,Service Area,US,yes
92571,Service Area,US,yes
92582,Service Area,US,yes
92583,Service Area,US,yes
92584,Service Area,US,yes
92585,Service Area,US,yes
92586,Service Area,US,yes
92587,Service Area,US,yes
92590,Service Area,US,yes
92591,Service Area,US,yes
92592,Service Area,US,yes
92595,Service Area,US,yes
92596,Service Area,US,yes
92602,Service Area,US,yes
92603,Service Area,US,yes
92604,Service Area,US,yes
92606,Service Area,US,yes
92610,Service Area,US,yes
92612,Service Area,US,yes
92614,Service Area,US,yes
92617,Service Area,US,yes
92618,Service Area,US,yes
92620,Service Area,US,yes
92624,Service Area,US,yes
92625,Service Area,US,yes
92626,Service Area,US,yes
92627,Service Area,US,yes
92629,Service Area,US,yes
92630,Service Area,US,yes
92637,Service Area,US,yes
92646,Service Area,US,yes
92647,Service Area,US,yes
92648,Service Area,US,yes
92649,Service Area,US,yes
92651,Service Area,US,yes
92653,Service Area,US,yes
92655,Service Area,US,yes
92656,Service Area,US,yes
92657,Service Area,US,yes
92660,Service Area,US,yes
92661,Service Area,US,yes
92662,Service Area,US,yes
92663,Service Area,US,yes
92672,Service Area,US,yes
92673,Service Area,US,yes
92675,Service Area,US,yes
92676,Service Area,US,yes
92677,Service Area,US,yes
92678,Service Area,US,yes
92679,Service Area,US,yes
92683,Service Area,US,yes
92688,Service Area,US,yes
92691,Service Area,US,yes
92692,Service Area,US,yes
92694,Service Area,US,yes
92701,Service Area,US,yes
92703,Service Area,US,yes
92704,Service Area,US,yes
92705,Service Area,US,yes
92706,Service Area,US,yes
92707,Service Area,US,yes
92708,Service Area,US,yes
92780,Service Area,US,yes
92782,Service Area,US,yes
92801,Service Area,US,yes
92802,Service Area,US,yes
92804,Service Area,US,yes
92805,Service Area,US,yes
92806,Service Area,US,yes
92807,Service Area,US,yes
92808,Service Area,US,yes
92821,Service Area,US,yes
92823,Service Area,US,yes
92831,Service Area,US,yes
92832,Service Area,US,yes
92833,Service Area,US,yes
92835,Service Area,US,yes
92840,Service Area,US,yes
92841,Service Area,US,yes
92843,Service Area,US,yes
92844,Service Area,US,yes
92845,Service Area,US,yes
92860,Service Area,US,yes
92861,Service Area,US,yes
92865,Service Area,US,yes
92866,Service Area,US,yes
92867,Service Area,US,yes
92868,Service Area,US,yes
92869,Service Area,US,yes
92870,Service Area,US,yes
92879,Service Area,US,yes
92880,Service Area,US,yes
92881,Service Area,US,yes
92882,Service Area,US,yes
92883,Service Area,US,yes
92886,Service Area,US,yes
92887,Service Area,US,yes
93001,Service Area,US,yes
93003,Service Area,US,yes
93004,Service Area,US,yes
93010,Service Area,US,yes
93012,Service Area,US,yes
93013,Service Area,US,yes
93015,Service Area,US,yes
93021,Service Area,US,yes
93022,Service Area,US,yes
93023,Service Area,US,yes
93030,Service Area,US,yes
93033,Service Area,US,yes
93035,Service Area,US,yes
93036,Service Area,US,yes
93040,Service Area,US,yes
93041,Service Area,US,yes
93042,Service Area,US,yes
93043,Service Area,US,yes
93060,Service Area,US,yes
93063,Service Area,US,yes
93064,Service Area,US,yes
93065,Service Area,US,yes
93066,Service Area,US,yes
93067,Service Area,US,yes
93225,Service Area,US,yes
93243,Service Area,US,yes
93510,Service Area,US,yes
93532,Service Area,US,yes
93534,Service Area,US,yes
93535,Service Area,US,yes
93536,Service Area,US,yes
93543,Service Area,US,yes
93544,Service Area,US,yes
93550,Service Area,US,yes
93551,Service Area,US,yes
93552,Service Area,US,yes
93553,Service Area,US,yes
93560,Service Area,US,yes
93563,Service Area,US,yes
93591,Service Area,US,yes
94002,Service Area,US,yes
94005,Service Area,US,yes
94010,Service Area,US,yes
94014,Service Area,US,yes
94015,Service Area,US,yes
94019,Service Area,US,yes
94020,Service Area,US,yes
94021,Service Area,US,yes
94022,Service Area,US,yes
94024,Service Area,US,yes
94025,Service Area,US,yes
94027,Service Area,US,yes
94028,Service Area,US,yes
94030,Service Area,US,yes
94037,Service Area,US,yes
94038,Service Area,US,yes
94040,Service Area,US,yes
94041,Service Area,US,yes
94043,Service Area,US,yes
94044,Service Area,US,yes
94060,Service Area,US,yes
94061,Service Area,US,yes
94062,Service Area,US,yes
94063,Service Area,US,yes
94065,Service Area,US,yes
94066,Service Area,US,yes
94070,Service Area,US,yes
94074,Service Area,US,yes
94080,Service Area,US,yes
94085,Service Area,US,yes
94086,Service Area,US,yes
94087,Service Area,US,yes
94089,Service Area,US,yes
94102,Service Area,US,yes
94103,Service Area,US,yes
94104,Service Area,US,yes
94105,Service Area,US,yes
94107,Service Area,US,yes
94108,Service Area,US,yes
94109,Service Area,US,yes
94110,Service Area,US,yes
94111,Service Area,US,yes
94112,Service Area,US,yes
94114,Service Area,US,yes
94115,Service Area,US,yes
94116,Service Area,US,yes
94117,Service Area,US,yes
94118,Service Area,US,yes
94121,Service Area,US,yes
94122,Service Area,US,yes
94123,Service Area,US,yes
94124,Service Area,US,yes
94127,Service Area,US,yes
94128,Service Area,US,yes
94129,Service Area,US,yes
94130,Service Area,US,yes
94131,Service Area,US,yes
94132,Service Area,US,yes
94133,Service Area,US,yes
94134,Service Area,US,yes
94158,Service Area,US,yes
94301,Service Area,US,yes
94303,Service Area,US,yes
94304,Service Area,US,yes
94305,Service Area,US,yes
94306,Service Area,US,yes
94401,Service Area,US,yes
94402,Service Area,US,yes
94403,Service Area,US,yes
94404,Service Area,US,yes
94501,Service Area,US,yes
94502,Service Area,US,yes
94503,Service Area,US,yes
94505,Service Area,US,yes
94506,Service Area,US,yes
94507,Service Area,US,yes
94509,Service Area,US,yes
94510,Service Area,US,yes
94511,Service Area,US,yes
94512,Service Area,US,yes
94513,Service Area,US,yes
94514,Service Area,US,yes
94516,Service Area,US,yes
94517,Service Area,US,yes
94518,Service Area,US,yes
94519,Service Area,US,yes
94520,Service Area,US,yes
94521,Service Area,US,yes
94523,Service Area,US,yes
94525,Service Area,US,yes
94526,Service Area,US,yes
94528,Service Area,US,yes
94530,Service Area,US,yes
94531,Service Area,US,yes
94533,Service Area,US,yes
94534,Service Area,US,yes
94535,Service Area,US,yes
94536,Service Area,US,yes
94538,Service Area,US,yes
94539,Service Area,US,yes
94541,Service Area,US,yes
94542,Service Area,US,yes
94544,Service Area,US,yes
94545,Service Area,US,yes
94546,Service Area,US,yes
94547,Service Area,US,yes
94548,Service Area,US,yes
94549,Service Area,US,yes
94550,Service Area,US,yes
94551,Service Area,US,yes
94552,Service Area,US,yes
94553,Service Area,US,yes
94555,Service Area,US,yes
94556,Service Area,US,yes
94558,Service Area,US,yes
94559,Service Area,US,yes
94560,Service Area,US,yes
94561,Service Area,US,yes
94563,Service Area,US,yes
94564,Service Area,US,yes
94565,Service Area,US,yes
94566,Service Area,US,yes
94568,Service Area,US,yes
94569,Service Area,US,yes
94571,Service Area,US,yes
94572,Service Area,US,yes
94575,Service Area,US,yes
94577,Service Area,US,yes
94578,Service Area,US,yes
94579,Service Area,US,yes
94580,Service Area,US,yes
94582,Service Area,US,yes
94583,Service Area,US,yes
94585,Service Area,US,yes
94586,Service Area,US,yes
94587,Service Area,US,yes
94588,Service Area,US,yes
94589,Service Area,US,yes
94590,Service Area,US,yes
94591,Service Area,US,yes
94592,Service Area,US,yes
94595,Service Area,US,yes
94596,Service Area,US,yes
94597,Service Area,US,yes
94598,Service Area,US,yes
94601,Service Area,US,yes
94602,Service Area,US,yes
94603,Service Area,US,yes
94605,Service Area,US,yes
94606,Service Area,US,yes
94607,Service Area,US,yes
94608,Service Area,US,yes
94609,Service Area,US,yes
94610,Service Area,US,yes
94611,Service Area,US,yes
94612,Service Area,US,yes
94613,Service Area,US,yes
94618,Service Area,US,yes
94619,Service Area,US,yes
94621,Service Area,US,yes
94702,Service Area,US,yes
94703,Service Area,US,yes
94704,Service Area,US,yes
94705,Service Area,US,yes
94706,Service Area,US,yes
94707,Service Area,US,yes
94708,Service Area,US,yes
94709,Service Area,US,yes
94710,Service Area,US,yes
94720,Service Area,US,yes
94801,Service Area,US,yes
94803,Service Area,US,yes
94804,Service Area,US,yes
94805,Service Area,US,yes
94806,Service Area,US,yes
94850,Service Area,US,yes
94901,Service Area,US,yes
94903,Service Area,US,yes
94904,Service Area,US,yes
94920,Service Area,US,yes
94924,Service Area,US,yes
94925,Service Area,US,yes
94930,Service Area,US,yes
94933,Service Area,US,yes
94939,Service Area,US,yes
94941,Service Area,US,yes
94945,Service Area,US,yes
94947,Service Area,US,yes
94949,Service Area,US,yes
94952,Service Area,US,yes
94954,Service Area,US,yes
94957,Service Area,US,yes
94960,Service Area,US,yes
94963,Service Area,US,yes
94964,Service Area,US,yes
94965,Service Area,US,yes
94970,Service Area,US,yes
94973,Service Area,US,yes
95002,Service Area,US,yes
95003,Service Area,US,yes
95005,Service Area,US,yes
95006,Service Area,US,yes
95007,Service Area,US,yes
95008,Service Area,US,yes
95010,Service Area,US,yes
95013,Service Area,US,yes
95014,Service Area,US,yes
95017,Service Area,US,yes
95018,Service Area,US,yes
95019,Service Area,US,yes
95020,Service Area,US,yes
95030,Service Area,US,yes
95032,Service Area,US,yes
95033,Service Area,US,yes
95035,Service Area,US,yes
95037,Service Area,US,yes
95041,Service Area,US,yes
95046,Service Area,US,yes
95050,Service Area,US,yes
95051,Service Area,US,yes
95053,Service Area,US,yes
95054,Service Area,US,yes
95060,Service Area,US,yes
95062,Service Area,US,yes
95064,Service Area,US,yes
95065,Service Area,US,yes
95066,Service Area,US,yes
95070,Service Area,US,yes
95073,Service Area,US,yes
95076,Service Area,US,yes
95110,Service Area,US,yes
95111,Service Area,US,yes
95112,Service Area,US,yes
95113,Service Area,US,yes
95116,Service Area,US,yes
95117,Service Area,US,yes
95118,Service Area,US,yes
95119,Service Area,US,yes
95120,Service Area,US,yes
95121,Service Area,US,yes
95122,Service Area,US,yes
95123,Service Area,US,yes
95124,Service Area,US,yes
95125,Service Area,US,yes
95126,Service Area,US,yes
95127,Service Area,US,yes
95128,Service Area,US,yes
95129,Service Area,US,yes
95130,Service Area,US,yes
95131,Service Area,US,yes
95132,Service Area,US,yes
95133,Service Area,US,yes
95134,Service Area,US,yes
95135,Service Area,US,yes
95136,Service Area,US,yes
95138,Service Area,US,yes
95139,Service Area,US,yes
95140,Service Area,US,yes
95148,Service Area,US,yes
95202,Service Area,US,yes
95203,Service Area,US,yes
95204,Service Area,US,yes
95205,Service Area,US,yes
95206,Service Area,US,yes
95207,Service Area,US,yes
95209,Service Area,US,yes
95210,Service Area,US,yes
95211,Service Area,US,yes
95212,Service Area,US,yes
95215,Service Area,US,yes
95219,Service Area,US,yes
95220,Service Area,US,yes
95225,Service Area,US,yes
95226,Service Area,US,yes
95227,Service Area,US,yes
95231,Service Area,US,yes
95234,Service Area,US,yes
95236,Service Area,US,yes
95237,Service Area,US,yes
95240,Service Area,US,yes
95242,Service Area,US,yes
95252,Service Area,US,yes
95254,Service Area,US,yes
95258,Service Area,US,yes
95304,Service Area,US,yes
95330,Service Area,US,yes
95336,Service Area,US,yes
95337,Service Area,US,yes
95376,Service Area,US,yes
95377,Service Area,US,yes
95385,Service Area,US,yes
95387,Service Area,US,yes
95391,Service Area,US,yes
95476,Service Area,US,yes
95601,Service Area,US,yes
95602,Service Area,US,yes
95603,Service Area,US,yes
95604,Service Area,US,yes
95605,Service Area,US,yes
95608,Service Area,US,yes
95610,Service Area,US,yes
95612,Service Area,US,yes
95614,Service Area,US,yes
95615,Service Area,US,yes
95616,Service Area,US,yes
95618,Service Area,US,yes
95619,Service Area,US,yes
95620,Service Area,US,yes
95621,Service Area,US,yes
95623,Service Area,US,yes
95624,Service Area,US,yes
95625,Service Area,US,yes
95626,Service Area,US,yes
95628,Service Area,US,yes
95630,Service Area,US,yes
95631,Service Area,US,yes
95632,Service Area,US,yes
95633,Service Area,US,yes
95634,Service Area,US,yes
95635,Service Area,US,yes
95638,Service Area,US,yes
95639,Service Area,US,yes
95640,Service Area,US,yes
95641,Service Area,US,yes
95645,Service Area,US,yes
95648,Service Area,US,yes
95650,Service Area,US,yes
95651,Service Area,US,yes
95652,Service Area,US,yes
95653,Service Area,US,yes
95655,Service Area,US,yes
95658,Service Area,US,yes
95659,Service Area,US,yes
95660,Service Area,US,yes
95661,Service Area,US,yes
95662,Service Area,US,yes
95663,Service Area,US,yes
95664,Service Area,US,yes
95667,Service Area,US,yes
95668,Service Area,US,yes
95669,Service Area,US,yes
95670,Service Area,US,yes
95672,Service Area,US,yes
95673,Service Area,US,yes
95674,Service Area,US,yes
95677,Service Area,US,yes
95678,Service Area,US,yes
95680,Service Area,US,yes
95681,Service Area,US,yes
95682,Service Area,US,yes
95683,Service Area,US,yes
95684,Service Area,US,yes
95686,Service Area,US,yes
95687,Service Area,US,yes
95688,Service Area,US,yes
95690,Service Area,US,yes
95691,Service Area,US,yes
95692,Service Area,US,yes
95693,Service Area,US,yes
95694,Service Area,US,yes
95695,Service Area,US,yes
95697,Service Area,US,yes
95698,Service Area,US,yes
95699,Service Area,US,yes
95703,Service Area,US,yes
95709,Service Area,US,yes
95713,Service Area,US,yes
95722,Service Area,US,yes
95736,Service Area,US,yes
95742,Service Area,US,yes
95746,Service Area,US,yes
95747,Service Area,US,yes
95757,Service Area,US,yes
95758,Service Area,US,yes
95762,Service Area,US,yes
95765,Service Area,US,yes
95776,Service Area,US,yes
95811,Service Area,US,yes
95814,Service Area,US,yes
95815,Service Area,US,yes
95816,Service Area,US,yes
95817,Service Area,US,yes
95818,Service Area,US,yes
95819,Service Area,US,yes
95820,Service Area,US,yes
95821,Service Area,US,yes
95822,Service Area,US,yes
95823,Service Area,US,yes
95824,Service Area,US,yes
95825,Service Area,US,yes
95826,Service Area,US,yes
95827,Service Area,US,yes
95828,Service Area,US,yes
95829,Service Area,US,yes
95830,Service Area,US,yes
95831,Service Area,US,yes
95832,Service Area,US,yes
95833,Service Area,US,yes
95834,Service Area,US,yes
95835,Service Area,US,yes
95837,Service Area,US,yes
95838,Service Area,US,yes
95841,Service Area,US,yes
95842,Service Area,US,yes
95843,Service Area,US,yes
95864,Service Area,US,yes
95903,Service Area,US,yes
95949,Service Area,US,yes
95961,Service Area,US,yes
95991,Service Area,US,yes
95993,Service Area,US,yes
97002,Service Area,US,yes
97004,Service Area,US,yes
97005,Service Area,US,yes
97006,Service Area,US,yes
97007,Service Area,US,yes
97008,Service Area,US,yes
97009,Service Area,US,yes
97011,Service Area,US,yes
97013,Service Area,US,yes
97014,Service Area,US,yes
97015,Service Area,US,yes
97016,Service Area,US,yes
97017,Service Area,US,yes
97018,Service Area,US,yes
97019,Service Area,US,yes
97020,Service Area,US,yes
97022,Service Area,US,yes
97023,Service Area,US,yes
97024,Service Area,US,yes
97026,Service Area,US,yes
97027,Service Area,US,yes
97028,Service Area,US,yes
97030,Service Area,US,yes
97032,Service Area,US,yes
97034,Service Area,US,yes
97035,Service Area,US,yes
97038,Service Area,US,yes
97041,Service Area,US,yes
97042,Service Area,US,yes
97045,Service Area,US,yes
97048,Service Area,US,yes
97049,Service Area,US,yes
97051,Service Area,US,yes
97053,Service Area,US,yes
97054,Service Area,US,yes
97055,Service Area,US,yes
97056,Service Area,US,yes
97060,Service Area,US,yes
97062,Service Area,US,yes
97064,Service Area,US,yes
97067,Service Area,US,yes
97068,Service Area,US,yes
97070,Service Area,US,yes
97071,Service Area,US,yes
97080,Service Area,US,yes
97086,Service Area,US,yes
97089,Service Area,US,yes
97101,Service Area,US,yes
97106,Service Area,US,yes
97107,Service Area,US,yes
97108,Service Area,US,yes
97109,Service Area,US,yes
97111,Service Area,US,yes
97112,Service Area,US,yes
97113,Service Area,US,yes
97114,Service Area,US,yes
97115,Service Area,US,yes
97116,Service Area,US,yes
97117,Service Area,US,yes
97118,Service Area,US,yes
97119,Service Area,US,yes
97122,Service Area,US,yes
97123,Service Area,US,yes
97124,Service Area,US,yes
97125,Service Area,US,yes
97127,Service Area,US,yes
97128,Service Area,US,yes
97132,Service Area,US,yes
97133,Service Area,US,yes
97134,Service Area,US,yes
97135,Service Area,US,yes
97137,Service Area,US,yes
97140,Service Area,US,yes
97141,Service Area,US,yes
97144,Service Area,US,yes
97148,Service Area,US,yes
97201,Service Area,US,yes
97202,Service Area,US,yes
97203,Service Area,US,yes
97204,Service Area,US,yes
97205,Service Area,US,yes
97206,Service Area,US,yes
97208,Service Area,US,yes
97209,Service Area,US,yes
97210,Service Area,US,yes
97211,Service Area,US,yes
97212,Service Area,US,yes
97213,Service Area,US,yes
97214,Service Area,US,yes
97215,Service Area,US,yes
97216,Service Area,US,yes
97217,Service Area,US,yes
97218,Service Area,US,yes
97219,Service Area,US,yes
97220,Service Area,US,yes
97221,Service Area,US,yes
97222,Service Area,US,yes
97223,Service Area,US,yes
97224,Service Area,US,yes
97225,Service Area,US,yes
97227,Service Area,US,yes
97229,Service Area,US,yes
97230,Service Area,US,yes
97231,Service Area,US,yes
97232,Service Area,US,yes
97233,Service Area,US,yes
97236,Service Area,US,yes
97239,Service Area,US,yes
97266,Service Area,US,yes
97267,Service Area,US,yes
97301,Service Area,US,yes
97302,Service Area,US,yes
97303,Service Area,US,yes
97304,Service Area,US,yes
97305,Service Area,US,yes
97306,Service Area,US,yes
97317,Service Area,US,yes
97321,Service Area,US,yes
97322,Service Area,US,yes
97325,Service Area,US,yes
97327,Service Area,US,yes
97330,Service Area,US,yes
97331,Service Area,US,yes
97333,Service Area,US,yes
97338,Service Area,US,yes
97342,Service Area,US,yes
97343,Service Area,US,yes
97344,Service Area,US,yes
97346,Service Area,US,yes
97347,Service Area,US,yes
97348,Service Area,US,yes
97351,Service Area,US,yes
97352,Service Area,US,yes
97355,Service Area,US,yes
97357,Service Area,US,yes
97358,Service Area,US,yes
97360,Service Area,US,yes
97361,Service Area,US,yes
97362,Service Area,US,yes
97364,Service Area,US,yes
97365,Service Area,US,yes
97367,Service Area,US,yes
97368,Service Area,US,yes
97369,Service Area,US,yes
97371,Service Area,US,yes
97373,Service Area,US,yes
97374,Service Area,US,yes
97375,Service Area,US,yes
97377,Service Area,US,yes
97378,Service Area,US,yes
97380,Service Area,US,yes
97381,Service Area,US,yes
97383,Service Area,US,yes
97384,Service Area,US,yes
97385,Service Area,US,yes
97386,Service Area,US,yes
97388,Service Area,US,yes
97389,Service Area,US,yes
97392,Service Area,US,yes
97396,Service Area,US,yes
97401,Service Area,US,yes
97402,Service Area,US,yes
97403,Service Area,US,yes
97404,Service Area,US,yes
97405,Service Area,US,yes
97408,Service Area,US,yes
97446,Service Area,US,yes
97448,Service Area,US,yes
97454,Service Area,US,yes
97456,Service Area,US,yes
97477,Service Area,US,yes
97478,Service Area,US,yes
97489,Service Area,US,yes
98001,Service Area,US,yes
98002,Service Area,US,yes
98003,Service Area,US,yes
98004,Service Area,US,yes
98005,Service Area,US,yes
98006,Service Area,US,yes
98007,Service Area,US,yes
98008,Service Area,US,yes
98010,Service Area,US,yes
98011,Service Area,US,yes
98012,Service Area,US,yes
98014,Service Area,US,yes
98019,Service Area,US,yes
98020,Service Area,US,yes
98021,Service Area,US,yes
98022,Service Area,US,yes
98023,Service Area,US,yes
98024,Service Area,US,yes
98026,Service Area,US,yes
98027,Service Area,US,yes
98028,Service Area,US,yes
98029,Service Area,US,yes
98030,Service Area,US,yes
98031,Service Area,US,yes
98032,Service Area,US,yes
98033,Service Area,US,yes
98034,Service Area,US,yes
98036,Service Area,US,yes
98037,Service Area,US,yes
98038,Service Area,US,yes
98039,Service Area,US,yes
98040,Service Area,US,yes
98042,Service Area,US,yes
98043,Service Area,US,yes
98045,Service Area,US,yes
98047,Service Area,US,yes
98050,Service Area,US,yes
98051,Service Area,US,yes
98052,Service Area,US,yes
98053,Service Area,US,yes
98055,Service Area,US,yes
98056,Service Area,US,yes
98057,Service Area,US,yes
98058,Service Area,US,yes
98059,Service Area,US,yes
98065,Service Area,US,yes
98068,Service Area,US,yes
98070,Service Area,US,yes
98072,Service Area,US,yes
98074,Service Area,US,yes
98075,Service Area,US,yes
98077,Service Area,US,yes
98087,Service Area,US,yes
98092,Service Area,US,yes
98101,Service Area,US,yes
98102,Service Area,US,yes
98103,Service Area,US,yes
98104,Service Area,US,yes
98105,Service Area,US,yes
98106,Service Area,US,yes
98107,Service Area,US,yes
98108,Service Area,US,yes
98109,Service Area,US,yes
98110,Service Area,US,yes
98112,Service Area,US,yes
98115,Service Area,US,yes
98116,Service Area,US,yes
98117,Service Area,US,yes
98118,Service Area,US,yes
98119,Service Area,US,yes
98121,Service Area,US,yes
98122,Service Area,US,yes
98125,Service Area,US,yes
98126,Service Area,US,yes
98133,Service Area,US,yes
98134,Service Area,US,yes
98136,Service Area,US,yes
98144,Service Area,US,yes
98146,Service Area,US,yes
98148,Service Area,US,yes
98154,Service Area,US,yes
98155,Service Area,US,yes
98158,Service Area,US,yes
98164,Service Area,US,yes
98166,Service Area,US,yes
98168,Service Area,US,yes
98174,Service Area,US,yes
98177,Service Area,US,yes
